fecha;emisor;total
2024-01-16;GRUPASAOTP;701
2024-03-27;COACPAD;48
2024-02-01;CMS;972
2024-02-16;COACOORCOTOPAXI;137
2024-03-03;COACMAQUITAC;131
2024-04-03;COOPPUELLARO;416
2024-01-04;ALESSACC;1482
2024-02-14;COACINTICOOP;43
2024-03-08;COOPAMBATOEC;2287
2024-04-02;GACELAOTP;33
2024-02-19;COPCHONE;6919
2024-02-19;PACIFICOTP;162191
2024-02-11;andinave;342
2024-03-13;RESP_AUTO_3600;23
2024-03-26;COOPSTANA;1431
2024-02-21;COACSANFRANWS;184
2024-03-11;amagua;3130
2024-01-03;UAFE;269
2024-01-09;HOSPAMB;585
2024-02-19;MTIMBABURA;1832
2024-03-26;BANFINCA;170
2024-01-25;COACMOLINO;8
2024-02-21;COACLAMANENSE;19
2024-01-02;RETAILID4;65
2024-03-11;COOPFDEASIS;98
2024-02-09;BANCOCAPITAL;76
2024-02-28;PACIFICOBAJA;25585
2024-02-05;CARTOPEL;2893
2024-02-23;EPROCESSMED;31
2024-04-01;RSAGRUPO;145
2024-02-28;UANATACA;2708
2024-01-23;COACLUCAMECLIP;300
2024-02-29;PAYPHONEPROD;3021
2024-03-20;COACBIBLIAN;4326
2024-03-04;MUSHUCRUNA;4383
2024-01-14;COACEDULOJA;33
2024-03-02;PACIFICOATM;146633
2024-03-12;MEDEC;115
2024-04-03;COAC11JUN;579
2024-01-03;COACHIBULEO;8373
2024-04-04;RESP_AUTO_1231;103
2024-03-04;COOPAMBATO;4236
2024-01-26;GONETAPP;8
2024-02-26;COOPPEDROMONCAYO;641
2024-01-08;BVISIONFUND;212
2024-03-14;CPTUNGURAHUA;14
2024-01-05;COACMUJERESUCOO;53
2024-02-21;ECOTEC;346
2024-01-01;FODEMI;2126
2024-02-22;BGMKTHUB;1826
2024-03-19;COACPASTAZA;960
2024-02-25;SOFTSIERRA;8
2024-04-04;BGINTERNACIONAL;34
2024-03-20;MASIVAMKT;58
2024-01-08;COOPSANTONIOTP;81
2024-01-22;CACPELOJA;3383
2024-04-04;COOPSCHIMBO;1217
2024-04-04;VIELECSA;70
2024-03-29;BANRED;29
2024-01-05;COACSANANTONIO;1121
2024-02-10;ECUABULK;64
2024-01-09;COOPSJCUENCA;57
2024-01-22;Motorplan;1346
2024-01-16;BINTERNACIONAL;72543
2024-02-02;SAGRARIO;5168
2024-03-10;COOPKULLKIWASI;612
2024-02-01;COOPCREDIL;62
2024-02-07;COOPHUANCAVILCA;1930
2024-02-04;COOPAUSTROEC;290
2024-03-20;VISUALTRACK;1
2024-02-21;VIELECSA;64
2024-02-07;BBPROD;98787
2024-03-23;geomil;66
2024-02-28;COACLOJA;241
2024-03-05;BGROTP;177
2024-03-24;COOP15ABRIL;1222
2024-01-29;GACELAOTP;65
2024-01-26;CORPOCEN;1213
2024-02-15;SEGUSUAREZ;16
2024-02-06;COOPLAMANENSE;42
2024-01-28;COOPLDVALLE;172
2024-01-31;CREDITOSECON;1815
2024-04-04;COACCREDISOCIO;17
2024-02-01;genesis;849
2024-03-31;COACCHONE;1287
2024-02-24;SaviaHTPPBulk;92
2024-01-23;novacredit;595
2024-01-28;COPSIERRACENTRO;30
2024-03-09;COAC289;105
2024-02-19;COACSALINAS;280
2024-01-02;MSPCITAS;21510
2024-03-20;MARCABELI;854
2024-04-02;CREDIMAS;15
2024-04-01;Farletza;34
2024-03-15;COOPAMBATOEC;2282
2024-02-14;COACRECERWINARI;37
2024-02-25;COACEDUCOTOPAXI;22
2024-03-16;COOPMULTIEMPRE;154
2024-02-05;COACATAHUALPA;638
2024-03-04;EQUIFAX;4
2024-01-04;Autoconsa;490
2024-01-02;CACSPMEC;1696
2024-02-23;COACOORCOTOPAXI;15
2024-01-21;DEPRATIMONITOR;1
2024-02-09;COACFOPYMES;53
2024-02-16;BANCOCAPITAL;65
2024-02-17;DEPRATIBOT;58
2024-02-16;IMPTOMEBAMBA;205
2024-01-16;BUDGET;3
2024-01-29;DINERSOTP;2741
2024-02-03;OMNISWITCH;2
2024-01-12;CACPECOCR;130
2024-01-23;novacuenca;13
2024-02-01;COACMOLINO;13
2024-03-14;PRODUBANCO;192105
2024-02-11;COOP4OCT;404
2024-02-27;DRIVIN;1095
2024-01-15;Motorplan;1794
2024-01-26;COACPROVIDA;54
2024-03-01;COACAMARABOL;536
2024-02-05;GEANOTIFICACION;3040
2024-03-16;COAC9OC;613
2024-02-01;COACLUCAM;582
2024-03-14;DEPRATIFD;41
2024-03-31;CACPECO;2485
2024-02-18;EMAGIC;2
2024-03-09;COOPSANJOSE;859
2024-01-10;CPTUNGURAHUA;38
2024-03-05;COACSTODOM;1554
2024-01-16;COACLUCAMECLIP;271
2024-02-01;CACPEZAMORA;4143
2024-03-31;REGISTROPGYE;137
2024-03-21;BINTERNACIONALWB;1652
2024-01-19;COOPANDINA;933
2024-02-06;COOPSANTOIMBCOO;120
2024-01-24;YANBAL;1764
2024-01-10;COOPMEGOEC;26659
2024-03-04;DEPRATIMONITOR;1
2024-02-10;COOPSTANA;976
2024-01-01;COACVENCEDORES;7
2024-01-02;CELERITYALD;2612
2024-03-22;COACVISANDESCOB;12
2024-02-13;FASCA;7
2024-01-08;COOPFORTUNA;42
2024-02-23;INDULENTES;5
2024-03-16;AMAGUA;15753
2024-03-27;VISUALTRACK;7
2024-03-18;CanalDigitalBDP;44751
2024-01-01;DIRECTVTMW;90
2024-01-01;BGROTP;57
2024-04-02;SWEADENSEGUROS;3613
2024-01-31;BGINTERNACIONAL;32
2024-03-22;WABRAVO;4
2024-03-12;BVISIONFUND;185
2024-02-16;RETAILID4;183
2024-02-26;COMQUEL;6
2024-03-17;PNACALRTS;4599
2024-03-30;COACSRGIRON;76
2024-03-05;RESP_AUTO_2424;5
2024-03-25;COACBIBLIAN;3669
2024-03-11;COACPROVIDA;141
2024-03-03;COOPCALCETA;310
2024-02-01;ALYGUTAY;259
2024-01-19;MUSHUCRUNA;3224
2024-02-27;SERVIENTREGAGYE;46638
2024-03-30;COOPSANFRANCIS;2430
2024-03-23;COACSANMIGUEL;324
2024-02-29;HOSPMET;57
2024-01-02;ALDEPRATI;258
2024-03-25;BMACHALACB;6018
2024-01-15;AFECOR;144
2024-01-12;COOPMULTIEMPRE;855
2024-03-02;MTIMBABURA;858
2024-02-26;COOPANTORCHA;274
2024-01-19;PACIFICOTP;124705
2024-01-30;ECLIPFIRMADIG;146
2024-01-08;DIRECTVTMW;66
2024-01-07;COACSANTONCO;240
2024-01-17;COACPMVEGA;2044
2024-02-26;COACSALINAS;293
2024-01-07;COACFERDAQUILEMA;4367
2024-03-01;RESP_AUTO_3600;11
2024-02-02;RETAILID4;159
2024-02-24;COACALIANZA;113
2024-02-18;COOPPROVIDA;39
2024-02-26;DEPRATISFTP;173
2024-03-11;BANCOCAPITAL;78
2024-03-30;PACIFICOBAJA;13455
2024-01-16;VTEKSOFT;47
2024-03-28;COAC9OC;1830
2024-01-03;REGISTROPGYE;1425
2024-01-31;DIPASO;33
2024-01-02;COACSRGIRON;244
2024-03-19;SaviaHTPPBulk;191
2024-02-28;INDULENTES;5
2024-01-23;COOPAUSTROEC;548
2024-02-10;DEPRATIBOT;64
2024-03-26;CPTUNGURAHUA;12
2024-04-02;BINTERNACIONALWB;396
2024-01-27;COACCOMERCIOCOO;1750
2024-02-03;MUTUAMBATO;69
2024-03-07;COACPASTAZA;5041
2024-03-30;BBPROD;72992
2024-01-13;FODEMI;111
2024-01-27;PMILESOTP;2464
2024-01-02;COACEDULOJA;821
2024-02-24;COACTULCAN;2292
2024-03-08;COOPDELCARMEN;13
2024-03-22;MEGARED;2
2024-03-23;COOPSCHIMBO;1140
2024-01-07;BBPROD;58271
2024-01-12;DIPASO;4334
2024-01-04;GRUPASAOTP;367
2024-03-08;COOPPROVIDA;42
2024-03-17;AldeamoOTP;4715
2024-01-04;COOPAUSTROEC;561
2024-01-11;COACRIOBAMBA;2128
2024-03-18;INDULENTES;3
2024-01-25;COOPLAMANENSE;57
2024-03-04;COOPSCHIMBO;1298
2024-03-14;BINTERNACIONALWB;3330
2024-01-12;COACBENEFICA;467
2024-01-26;COOPHUANCAVILCA;1382
2024-02-29;SaviaHTPPBulk;5620
2024-03-08;SOFTSIERRA;34
2024-04-03;COACRIOBAMBA;2840
2024-03-01;LESCOMM;901
2024-03-26;CREDIMAS;12
2024-02-20;COACMAQUITAC;130
2024-02-27;CACPECO;3827
2024-03-29;SIERRACENTRO;40
2024-01-17;BICCOCOONECTA;7
2024-02-08;COACLUCAM;1056
2024-02-12;DINERSOTP;1949
2024-01-24;MISUEC;231
2024-03-23;VIELECSA;20
2024-02-05;COACPMVEGA;3534
2024-01-24;CARTOPEL;3238
2024-03-20;VTEKSOFT;56
2024-02-02;COOPAMBATO;2691
2024-03-23;AMAGUA;16
2024-01-23;PAGUEYA;7
2024-02-20;SIGMADENTAL;58
2024-03-30;ALDEPRATI;115
2024-02-19;COMQUEL;13
2024-03-31;DIRECTVTMW;60
2024-02-18;ECLIPFIRMADIG;33
2024-01-14;RETAILID4;44
2024-02-05;COACALIANZA;443
2024-01-07;PACIFICOBAJA;8251
2024-03-09;COAC9OC;575
2024-02-19;PACIFICOATM;109917
2024-03-12;CNACIONAL;3212
2024-01-06;COOPSANTOIMBCOO;116
2024-02-29;DEPRATIBOT;604
2024-01-20;COACLUCAM;618
2024-03-16;COOPCENTRO;122
2024-01-08;PMILESOTP;3741
2024-02-01;CACEBCE;66
2024-03-14;COACDAQUILEMAMSV;1182
2024-01-04;PAGUEYA;675
2024-03-10;COACEDUTUNG;62
2024-03-08;BUDGET;3
2024-03-24;FUNDEMIRO;45
2024-02-05;YANBAL;1685
2024-02-21;DEPRATIMONITOR;1
2024-03-27;PAGUEYA;1011
2024-03-14;COACTULCAN;6808
2024-02-12;COACGUARANDA;277
2024-01-03;OMNISWITCH;3071
2024-03-16;COACSANMIGUEL;358
2024-03-04;AMAGUA;11
2024-03-12;RESP_AUTO_2424;10
2024-01-09;COACBIBLIAN;3288
2024-02-02;MUTUAMBATOEC;352
2024-01-18;MEGARED;2
2024-01-26;BBPROD;88374
2024-03-19;COACOSCUS;5995
2024-04-03;COACYANTZAZA;1764
2024-04-01;COACAMARABOL;594
2024-03-10;COACMAQUITAC;117
2024-03-20;BGMKT;222931
2024-03-16;DEPRATISFTP;41
2024-02-06;COOPCREDIL;129
2024-04-01;COACBIBLIAN;5145
2024-01-25;ALYGUTAY;282
2024-04-04;COACBENEFICA;537
2024-01-19;CREDITOSECON;1508
2024-03-19;COACCHONE;1690
2024-03-30;COACSANTAISABEL;150
2024-01-11;COACYANTZAZA;4110
2024-01-13;COACVENCEDORES;44
2024-01-04;BINTERNACIONAL;54503
2024-01-25;PLAPAZ;195
2024-01-07;COACSANTAISABEL;220
2024-01-19;BGINTERNACIONAL;35
2024-03-21;BICCOCOONECTA;19
2024-02-01;COACVENCEDORES;153
2024-03-05;medec;107
2024-01-11;COACVISANDESCOB;526
2024-02-20;COOPCALCETA;449
2024-03-13;COACBIBLIAN;4093
2024-02-22;BGROTP;177
2024-03-12;COOP15ABRIL;3835
2024-02-07;COACSALINAS;389
2024-03-23;COACCREDISOCIO;15
2024-01-21;COACEDULOJA;71
2024-03-27;BUDGET;6
2024-04-04;COOPCENTRO;78
2024-02-22;MUTUAMBATO;62
2024-02-29;COACCHONE;2206
2024-01-18;COACPAD;3730
2024-01-26;COACSANTONCO;368
2024-01-04;BUDGET;6
2024-01-22;OMNISWITCH;3248
2024-01-31;COOPANDINA;340
2024-03-08;MIES;2
2024-03-11;PACIFICOBAJA;30711
2024-03-21;COAC289;134
2024-02-14;COOPHUANCAVILCA;1784
2024-01-24;CACPECOCR;132
2024-02-18;SOFTSIERRA;11
2024-01-02;COOPSANFRANCIS;4746
2024-01-25;COOPSANTOIMBCOO;89
2024-01-06;COOPLAMANENSE;51
2024-02-28;IMPTOMEBAMBA;495
2024-01-01;DEPRATI;97
2024-02-23;novacredit;597
2024-03-07;GEANOTIFICACION;3216
2024-04-04;COACSANMIGUEL;519
2024-03-08;COOP11JUNBATCH;597
2024-03-24;DEPRATI;344
2024-03-30;COACFERDAQUILEMA;7398
2024-03-22;COOP23JULCOB;2
2024-02-22;RESP_AUTO_2424;14
2024-02-24;YANBAL;429
2024-02-02;DEPRATIMONITOR;1
2024-01-02;PROTRAMITES;13681
2024-02-20;CACEBCE;28
2024-03-21;SIERRACENTRBATCH;52
2024-02-10;COOPDIFARE;27
2024-03-20;COOPPUELLARO;452
2024-04-04;YANBALCOBR;12545
2024-04-01;ALESSACC;13037
2024-03-01;COACPASTAZACOO;5678
2024-01-26;COOPSANANTONIO;139
2024-03-26;Pycca;4144
2024-02-21;COOPMANGADELCURA;119
2024-01-09;ESANCHEZ;15
2024-03-03;INNOVIX;203
2024-01-14;MUTUAMBATOEC;64
2024-03-15;COACYANTZAZA;2522
2024-02-20;COOPCOCA;575
2024-02-16;COACSANISIDRO;40
2024-01-03;BVISIONFUND;191
2024-03-31;COOP15ABRIL;1540
2024-03-12;BGROTP;550
2024-03-27;BBPRUEBA;2
2024-03-30;COACLOJA;239
2024-01-07;COACSRGIRON;61
2024-02-02;ALDEAMO;10214
2024-03-16;COOPANTORCHA;63
2024-01-01;COACLUCAM;262
2024-01-10;DINERSOTP;3768
2024-02-04;COACSANJORGE;241
2024-03-26;COACDAQUILEMAMSV;1370
2024-03-26;BGMKTHUB;1534
2024-03-13;COACAMARABOL;3
2024-01-21;CACSPMEC;311
2024-01-03;URBANOEXP;8316
2024-02-20;CMS;1976
2024-04-01;FIDEVALFONDOS;75
2024-01-21;PACIFICO;16533
2024-01-22;MUTUAMBATO;78
2024-02-22;medec;123
2024-02-28;FIDEVAL;229
2024-03-17;COACVENCEDORES;47
2024-01-14;BANCOCAPITAL;23
2024-01-23;Autoconsa;403
2024-02-29;COOPSTANA;2878
2024-01-16;andinave;571
2024-02-27;COACTENA;213
2024-03-16;PACIFICOTP;92580
2024-03-29;COACMAQUITAC;112
2024-03-02;MISUEC;369
2024-04-03;COOPAMBATOEC;2513
2024-02-29;COACATAHUALPA;429
2024-02-22;COACPASTAZA;883
2024-03-12;REGISTROPGYE;1456
2024-01-26;COACLOJA;224
2024-01-31;CACPECOCR;158
2024-02-06;CTHECUADOR;395
2024-03-11;repsol;1581
2024-01-17;SWEADENSEGUROS;730
2024-01-28;COACSUMAKKAWSAY;52
2024-02-26;BGINTERNACIONAL;26
2024-01-04;VISUALTRACK;10
2024-03-06;RSAGRUPO;8
2024-01-07;SAGRARIO;2587
2024-01-17;COACATAHUALPA;393
2024-02-14;BMACHALAPROD;11008
2024-02-14;COOPFDEASIS;1208
2024-01-10;SIERRACENTRBATCH;97
2024-01-04;ECLIPFIRMADIG;32
2024-01-22;SaviaHTPPBulk;191
2024-03-25;ALDEPRATI;7301
2024-04-02;COACMUJERESUCOO;75
2024-03-26;PAYPHONEPROD;3331
2024-02-20;SIERRACENTRO;207
2024-02-12;COOPVCISNE;571
2024-02-04;COACSANISIDRO;28
2024-02-15;UCASAGRANDE;528
2024-03-31;DRIVIN;22
2024-02-03;RESP_AUTO_2424;4
2024-02-11;VTEKSOFT;13
2024-02-28;mariscal;241
2024-01-26;COOPSCHIMBO;1122
2024-04-04;COACSANTONCO;296
2024-03-08;COOPPUELLARO;305
2024-03-11;CELERITYALD;27037
2024-03-07;COACAUSTRO;161
2024-03-21;COACALIANZA;601
2024-01-29;COACUNIONEJIDO;78
2024-01-23;COOPPROVIDA;31
2024-03-09;COACRECERWINARI;26
2024-01-28;CACSPMEC;337
2024-01-19;COACRECERWINARI;38
2024-03-07;ECUABULK;200
2024-01-06;COOPCREDIL;15
2024-01-21;CELERITYALD;1622
2024-02-11;BINTERNACIONAL;21484
2024-01-26;COOPORDESEG;21
2024-02-29;COOPEDUZAMORA;31
2024-02-13;COOPGUALAQUIZA;405
2024-02-07;AUCONSIS;129
2024-01-21;ALDEPRATI;115
2024-01-28;RETAILID4;90
2024-01-23;ECUANET;3
2024-03-11;COACSRGIRON;282
2024-03-07;GACELAOTP;34
2024-03-01;MARCABELI;1639
2024-02-13;COOPKULLKIWASI;467
2024-02-03;COOPSANTONIOTP;44
2024-03-11;COACSANMIGUEL;753
2024-01-01;PNACALRTS;4514
2024-01-26;ECOTEC;119
2024-04-04;COACGUARANDA;527
2024-03-26;DEPRATIBOT;433
2024-03-12;CACPECO;4284
2024-03-05;COACCOMERCIOCOO;2120
2024-03-25;UANATACA;1978
2024-02-23;COACBIBLIAN;4180
2024-03-11;RETAILID4;211
2024-04-01;novacuenca;375
2024-03-23;COOPANTORCHA;74
2024-01-15;COACVISANDES;337
2024-03-25;MSPCITAS;28975
2024-03-04;COACCREDISOCIO;17
2024-04-02;COACTULCAN;8454
2024-04-02;COACDAQUILEMAMSV;1243
2024-03-23;ALDEAMO;1637
2024-01-14;PACIFICO;16483
2024-04-01;EPROCESSMED;32
2024-01-09;COACPASTAZACOO;3988
2024-02-14;COACSANTAISABEL;741
2024-02-03;COACOSCUS;11762
2024-01-05;YANBAL;691
2024-03-05;COACLUCAM;640
2024-02-13;COOPCALCETA;218
2024-03-13;Autoconsa;264
2024-01-23;COACAMARABOL;1
2024-01-05;BINTERNACIONALWB;1183
2024-02-11;COACSANJORGE;143
2024-02-09;ALDEAMO;8200
2024-02-17;CPTUNGURAHUA;12
2024-03-13;ALESSACC;1397
2024-02-26;GEOMIL;183
2024-01-30;COACEDUCOTOPAXI;182
2024-03-09;MISUEC;523
2024-03-07;COOPSTANA;1622
2024-01-30;Autoconsa;446
2024-01-19;COOPSCHIMBO;1577
2024-01-22;REGISTROPGYE;1582
2024-01-10;COACATAHUALPA;2
2024-01-15;MUTUAMBATO;62
2024-01-30;CTHECUADOR;451
2024-02-26;COOPANDINA;170
2024-01-11;VISUALTRACK;4
2024-01-16;COOPAUSTROEC;664
2024-01-07;COOPHUANCAVILCA;767
2024-02-10;IESSIBARRA;98
2024-02-07;EQUIFAX;1
2024-01-28;HOSPAMB;109
2024-01-24;SWEADENSEGUROS;274
2024-03-24;DRIVIN;7
2024-02-01;FODEMI;501
2024-01-04;COOPPUELLARO;330
2024-02-04;COACSUMAKKAWSAY;75
2024-03-19;COACUNIONEJIDO;322
2024-01-07;COACSANMIGUEL;185
2024-02-04;VTEKSOFT;8
2024-03-25;COACSANISIDRO;15
2024-01-09;mariscal;2467
2024-03-18;ALDEPRATI;8480
2024-04-04;COOPAMBATO;493
2024-03-19;PAYPHONEPROD;2748
2024-03-27;COOPPROVIDA;34
2024-02-23;ECLIPFIRMADIG;246
2024-01-29;COACMUJERESUCOO;27
2024-02-02;COACOSCUSBATCH;2482
2024-02-27;SIERRACENTRO;84
2024-01-29;SaviaHTPPBulk;180
2024-03-10;COACVENCEDORES;33
2024-01-23;BGMKT;36259
2024-03-27;SOFTSIERRA;67
2024-01-11;ECLIPFIRMADIG;124
2024-01-09;andinave;433
2024-03-11;COOPSANFRANCIS;2911
2024-03-30;DISCOVEROTP;432
2024-03-06;MODERNA;411
2024-01-31;COMQUEL;3
2024-01-25;USERPOSPRD;1258
2024-03-30;DEPRATIMONITOR;1
2024-01-31;AUCONSIS;104
2024-02-23;MARCABELI;91
2024-01-17;COACALIANZA;1028
2024-02-27;COOPANTORIOSMKT;83
2024-01-16;COACPASTAZACOO;3502
2024-03-15;COOP4OCT;732
2024-03-18;CACSPMEC;1471
2024-02-10;Pycca;1395
2024-02-24;COONECTA;21
2024-01-27;RESP_AUTO_2424;12
2024-01-19;COOPANTORCHA;137
2024-01-21;COACSRGIRON;66
2024-03-08;USERPOSPRD;1508
2024-04-01;BINTERNACIONAL;71879
2024-02-08;MEDEC;134
2024-02-10;COOPSANTONIOTP;36
2024-01-22;DEPRATIBOT;18
2024-03-28;COACGUARANDA;823
2024-01-15;FUNDEMIRO;82
2024-01-26;MUTUAMBATOEC;191
2024-01-19;COOPAMBATO;217
2024-01-19;AUCONSIS;63
2024-03-01;novacuenca;662
2024-02-10;COOPEDUZAMORA;23
2024-03-16;COACGUARANDA;435
2024-01-14;VIELECSA;42
2024-01-20;DRIVIN;1046
2024-03-16;BLOJA;63613
2024-03-30;ECOTEC;79
2024-01-11;COOPAMBATOEC;2074
2024-02-11;ONLYCONTROL;86
2024-02-09;CELERITYALD;2563
2024-02-02;CNACIONALPRB;5
2024-03-22;COOPJARAMILLO;1564
2024-03-13;GRUPASAOTP;774
2024-01-02;DEPRATIMONITOR;1
2024-01-03;CNACIONAL;3733
2024-01-07;ECOTEC;192
2024-02-25;COAC11JUN;621
2024-01-27;COOP11JUN;762
2024-02-09;CACSPMEC;1058
2024-02-26;RESP_AUTO_1231;137
2024-02-22;OMNISWITCH;3141
2024-03-17;coaccrea;4450
2024-04-01;COACOORCOTOPAXI;151
2024-03-01;ALESSACC;1591
2024-02-01;INNOVIX;1269
2024-04-01;COOPLDVALLE;9292
2024-03-10;COOPCREDIL;19
2024-01-16;MIES;1
2024-03-18;COACLOJA;218
2024-02-07;COACCREDIYA;180
2024-02-03;BVISIONFUND;249
2024-03-11;COOPANTORCHA;330
2024-03-26;ECUABULK;374
2024-03-15;ALYGUTAY;345
2024-01-09;COOPLDVALLE;144
2024-02-02;CanalDigitalBDP;48475
2024-04-02;CARTOPEL;3831
2024-02-29;CACPELOJA;396
2024-03-28;COACUNIONPOPULAR;2
2024-02-16;COOPSJCUENCA;8
2024-01-29;BANFINCA;381
2024-01-24;CCSTAROSA;864
2024-03-02;COOPVCISNE;755
2024-03-19;BGMKTHUB;75123
2024-01-14;COACLOJA;260
2024-03-22;COOPCOCA;205
2024-03-20;COACLUCAMECLIP;335
2024-03-09;BGINTERNACIONAL;9
2024-03-11;COACEDULOJA;678
2024-01-30;BGMKT;158142
2024-01-02;BANCOCAPITAL;151
2024-01-10;PRODUBANCO;217706
2024-03-19;CACPELOJA;1152
2024-04-02;PRODUBANCO;206130
2024-02-26;PRODUBANCOWEB;71788
2024-01-07;COACINTICOOP;16
2024-02-15;COOPFORTUNA;154
2024-03-08;COOP4OCT;792
2024-03-16;COACSANTONCO;304
2024-03-11;FIDEVAL;318
2024-01-20;BGROTP;134
2024-04-01;INDULENTES;2
2024-01-28;RESP_AUTO_3600;7
2024-04-04;COOPHUANCAVILCA;1911
2024-03-25;FIDEVALFONDOS;67
2024-03-25;BANCOCAPITAL;37
2024-02-17;BANFINCA;58
2024-02-26;BLOJA;64226
2024-03-12;OMNISWITCH;3331
2024-03-28;YANBAL;1419
2024-03-30;COACPROVIDA;35
2024-03-30;COACLAMANENSE;7
2024-03-15;ALESSAPAGOS;85
2024-01-21;PACIFICOBAJA;8071
2024-03-12;COOPDIFARE;283
2024-01-17;GEANOTIFICACION;4197
2024-02-07;DISCOVEROTP;731
2024-02-26;ALYGUTAY2;564
2024-01-07;COACPROVIDA;45
2024-01-07;COACLAMANENSE;8
2024-01-18;COOP11JUNBATCH;704
2024-01-02;FIDEVALFONDOS;2
2024-03-28;PACIFICOTP;182532
2024-02-29;MOTORPLAN;942
2024-01-24;COACSANANTONIO;385
2024-01-12;MTIMBABURA;1870
2024-01-29;COACAUSTRO;149
2024-03-09;PACIFICOTP;86000
2024-01-04;EMAGIC;2
2024-02-20;COOPCREDIL;6
2024-03-07;COACPMVEGA;2487
2024-03-01;COACLUCAMECLIP;358
2024-02-24;COOPMEGOEC;20188
2024-01-21;BANCOCAPITAL;14
2024-01-28;COACPASTAZACOO;3278
2024-02-07;COAC9OC;1239
2024-02-05;DEPRATIFD;20
2024-02-24;GACELAOTP;12
2024-03-20;andinave;364
2024-02-28;CACSPMEC;1200
2024-02-05;COONECTA;96
2024-02-22;REGISTROPGYE;1539
2024-03-07;COACIMBABURAPAK;281
2024-01-23;MARCABELI;103
2024-02-11;VISUALTRACK;9
2024-02-05;CPTUNGURAHUA;12
2024-01-09;INDULENTES;4
2024-01-31;MAMBATOALD;128
2024-01-20;MASIVA;3290
2024-03-28;COACALIANZA;403
2024-02-21;COACSRGIRON;253
2024-02-01;MUNPELILEO;15
2024-02-27;PLAPAZ;318
2024-03-20;novacuenca;17
2024-02-01;MEGARED;13
2024-02-20;BANRED;18
2024-03-03;COOPJARAMILLO;998
2024-01-17;DEPRATIFD;23
2024-01-24;BINTERNACIONALWB;1172
2024-03-14;GACELAOTP;49
2024-03-17;genesis;85
2024-04-02;SaviaHTPPBulk;139
2024-02-09;mariscal;40
2024-01-27;AldeamoOTP;1815
2024-02-23;GRUPASAOTP;623
2024-01-09;COACTENANOTI;104
2024-01-23;EMAGIC;10
2024-03-11;CLUBMILES;406
2024-01-25;COACVISANDESCOB;11
2024-03-23;COACRECERWINARI;16
2024-03-15;COOPLAMANENSE;89
2024-02-16;MSPCITAS;1525
2024-02-12;COACSANANTONIO;148
2024-03-24;SEGUSUAREZ;1
2024-01-01;COACMAQUITAC;59
2024-02-03;REGISTROPGYE;158
2024-01-10;SaviaHTPPBulk;262
2024-03-26;COACPMVEGA;2178
2024-01-20;PNACALRTS;5474
2024-03-22;COOP11JUNBATCH;1094
2024-03-23;MUSHUCRUNA;1892
2024-01-04;COOP4OCT;782
2024-02-05;SWEADENSEGUROS;411
2024-02-11;MARCABELI;16
2024-03-05;COOPFORTUNA;79
2024-02-27;CACPEZAMORA;2624
2024-01-19;COAC9OC;1092
2024-02-24;CPTUNGURAHUA;12
2024-03-30;COOPANTORCHA;79
2024-03-27;COOP4OCT;753
2024-01-18;COACEDUCOTOPAXI;94
2024-02-07;COOPMULTIEMPRE;1010
2024-02-28;CELERITYALD;2801
2024-01-30;COOPAMBATOEC;2220
2024-01-24;COACSALINAS;161
2024-02-17;COACIMBABURAPAK;71
2024-01-22;CNACIONAL;3946
2024-02-16;COACSUMAKKAWSAY;156
2024-03-30;COACSANFRANWS;172
2024-02-28;PRODUBANCOWEB;763
2024-01-23;CACSPMEC;1265
2024-01-04;UANATACA;2481
2024-02-29;UCASAGRANDE;149
2024-01-04;COACCICA;2
2024-02-27;COOPEDUZAMORA;16
2024-01-02;COOPAMBATO;3106
2024-03-04;COPSIERRACENTRO;66
2024-03-05;COOPJARAMILLO;2473
2024-01-12;COACLOJA;240
2024-02-05;OMNISWITCH;3208
2024-03-12;COOPSANTONIOTP;74
2024-02-13;COOP11JUN;534
2024-01-24;COACTULCAN;6869
2024-04-01;ALESSAPAGOS;112
2024-03-27;UANATACA;2518
2024-04-02;COACAUSTRO;152
2024-02-08;COAC11JUN;607
2024-03-15;COOPLDVALLE;7223
2024-02-13;novacuenca;3
2024-02-12;COOPCENTRO;84
2024-02-28;BBPROD;101825
2024-02-27;PMILESOTP;5271
2024-02-25;GRUPASAOTP;113
2024-03-12;CMS;5189
2024-01-16;Farletza;68
2024-03-21;COPCHONE;2748
2024-01-28;COACNJERUSALEN;1
2024-02-24;PRODUBANCO;123855
2024-03-20;COOPDELCARMEN;197
2024-03-09;CCSTAROSA;1926
2024-03-10;BANRED;12
2024-01-25;FASCA;11
2024-03-26;UAFE;128
2024-01-23;COOP4OCT;825
2024-03-18;COACOORCOTOPAXI;18
2024-04-04;ALYGUTAY2;411
2024-03-23;COACSANFRANWS;127
2024-03-24;COOPFORTUNA;37
2024-02-28;Farletza;17
2024-02-18;COOPGUALAQUIZA;440
2024-01-21;VIAMATICA;1
2024-03-11;MUTUAMBATOEC;466
2024-02-14;MUSHUCRUNA;3630
2024-02-02;COACEDULOJA;1140
2024-01-11;EMAGIC;3
2024-03-21;PACIFICOATM;114719
2024-03-28;COACSANANTONIO;889
2024-03-23;COACLAMANENSE;7
2024-02-26;COAC9OC;1435
2024-03-31;CNACIONAL;2138
2024-01-11;COAC11JUN;446
2024-03-22;COACRIOBAMBA;2399
2024-03-02;DINERSOTP;2082
